,common name,red_mean,red_var,blue_mean,blue_var,green_mean,green_var,area,perimeter,length,width,aspect ratio,form factor,rectangularity,perimeter ratio of length and width,contrast,correlation,entropy,inverse difference moments
10,anhui barberry,227.94533020833333,55.79869090800612,225.077353125,61.53722996448893,234.9545890625,42.275440070556996,360641.5,2790.015492081642,1203.6126708984375,415.2815246582031,2.89830536499082,0.5822001797265356,1.3859694601664956,1.7234081756172603,4.402474306510726,0.9990542772839994,2.6866312620319652,0.8633267472913262
11,anhui barberry,214.95938802083333,90.49460801812803,213.4164109375,92.9268143675098,227.13380989583334,63.57476790506285,307832.5,2588.902794241905,1119.1156005859375,393.1273193359375,2.8467001542307573,0.5771555083507822,1.4292022969809144,1.7119622516570634,8.075992570544036,0.999279324865804,2.8232861259455806,0.8602584726493294
12,anhui barberry,229.91385833333334,54.057917218371074,227.23054427083332,59.56621418872184,234.7465125,44.50312546753331,334312.5,2921.3880754709244,1288.21923828125,377.3223876953125,3.4141076180231478,0.49224801646325933,1.453950895833443,1.7540168494786297,4.404148503795377,0.9990760290609341,2.601929648718623,0.8700595524965378
13,anhui barberry,215.44047760416666,82.05154282523313,210.88254322916666,90.80271572234399,228.38578645833334,55.31714565289468,355007.5,2913.4713357686996,1251.4283447265625,423.58123779296875,2.9543998484140026,0.5255643432140458,1.4931559678837303,1.7393759212925144,7.089138629455784,0.9992188365687477,3.0897355987533133,0.834995531453536
14,anhui barberry,226.45630989583333,61.0890050418906,220.90309114583334,72.87369504139663,236.61781302083332,39.717931132241134,343553.5,2872.133242249489,1231.9813232421875,395.671142578125,3.1136496718330515,0.5233534292818445,1.4188749577639195,1.7645862999396353,11.299875560072124,0.9977181792478289,2.5570735197826564,0.8604801361934487
15,anhui barberry,224.82840520833332,66.32419061274561,220.75665989583334,74.81876349211831,235.83332135416666,42.21688561760396,323648.0,2776.115997314453,1214.8681640625,384.8763427734375,3.156515558498871,0.5277248852933693,1.4446992285948175,1.735349604547296,4.716638399275386,0.9991647280020459,2.4515978029001086,0.8712214968890184
16,anhui barberry,228.53836822916668,57.4424009403826,225.33570729166667,64.2737773981815,237.91050104166666,37.196968785257994,330663.0,2784.944424390793,1223.5255126953125,384.5203552246094,3.1819525184319986,0.5357502715030718,1.4228095213796943,1.7318812105734527,4.0219778536359785,0.9990635823003463,2.4129789681241647,0.8734574153328424
17,anhui barberry,221.75517239583334,61.84611199857338,218.3798359375,67.96545668400046,230.1192953125,47.77075536463268,426016.5,3327.0104397535324,1439.2806396484375,432.4863586425781,3.3279214728664064,0.4836463970218597,1.4611388124786562,1.7774704024545798,6.506018623362481,0.9988768924900587,3.194273040901807,0.8343246855298143
18,anhui barberry,223.57774114583333,62.09655929361877,220.747059375,67.66467998827184,230.06860208333333,50.46786856303562,387610.0,3084.566788673401,1351.8497314453125,409.4068603515625,3.301971369713891,0.5119369544325479,1.4278696478886725,1.7513443543887344,6.522886032543886,0.9989424630477055,2.831590367448019,0.8503354454369885
19,anhui barberry,217.72873489583333,79.87218848164498,213.46976145833332,88.3261657579768,229.83615625,54.038360391181875,336580.5,2740.64290869236,1192.9248046875,399.3015441894531,2.9875286535869328,0.5631108681332088,1.4152237477026166,1.7212646371700988,6.649649065606147,0.9992290262110548,2.7984702555632754,0.8502977567231328
20,anhui barberry,219.71612447916667,63.6063683722091,214.6353765625,72.4615450260434,233.1102734375,39.59884743795972,445881.5,3154.28965818882,1365.4888916015625,453.54766845703125,3.0106844033548987,0.5631527035524543,1.388966133580031,1.7340441239329547,4.5364524997422455,0.9991107430860471,3.09424424500315,0.8324980903542019
21,anhui barberry,219.63853072916666,70.95209204447114,214.72483177083333,80.56662445899345,233.26047760416665,43.79076537521228,377225.0,2978.566788673401,1294.1649169921875,419.247802734375,3.0868734637403414,0.5343128829552878,1.4383346751272832,1.7383825591937592,6.075535570692207,0.9990344248694971,2.7619624643626586,0.8506166020447238
22,anhui barberry,217.26316822916667,71.64137871402018,212.31931458333332,80.66663960701797,230.7742328125,46.10996166897716,411454.5,3142.2307831048965,1360.4239501953125,437.9721374511719,3.1061883482187995,0.5236673809442742,1.448101273182837,1.7472406688879394,5.615401301385024,0.9991558516004886,2.9949780387149616,0.8384985333792194
23,anhui barberry,208.89058958333334,91.36735873308761,204.02895,100.5066773508399,224.9627578125,59.66467655257703,384719.0,3141.856111764908,1369.168701171875,407.3822021484375,3.3608947419676234,0.4897572975584433,1.449824314879469,1.768514544611633,9.692693386005828,0.9991099495345639,2.995724142874045,0.8381616686815343
24,anhui barberry,209.55489375,87.50131071761854,204.45980364583335,97.0471136972216,225.36160052083332,57.173550290985354,402702.0,3146.5322988033295,1354.28662109375,433.0400085449219,3.1273937612470317,0.5111275171709317,1.4563133283934793,1.7604685381090284,9.415042798394643,0.999060455513892,3.0001409499287024,0.8309284925057597
25,anhui barberry,211.69337708333333,86.32054074960169,207.15945416666668,94.82585224259999,226.58461614583334,56.77887406516494,381238.0,2889.7139763832092,1240.0435791015625,436.0121154785156,2.8440576192261,0.5737151648952369,1.4182060135915682,1.7241157234379394,8.678590812666709,0.9991129294898258,2.9787469041924086,0.8391254802258928
26,anhui barberry,217.34864635416668,73.1481581164138,211.6599890625,84.00198331215078,232.130521875,44.541408010769224,397681.5,3119.0348249673843,1368.31298828125,426.2564697265625,3.2100697243586787,0.5136943684257275,1.466631623210456,1.7380407378769767,6.272977832929795,0.9990541440607177,2.8392142668290634,0.8437933187742118
27,anhui barberry,219.11429375,79.93065479853169,215.308459375,87.98715552983089,231.28182708333333,52.92136608288222,316905.5,2786.216502547264,1215.732177734375,381.8381652832031,3.183893827985179,0.5129912059807648,1.4648308225065414,1.7440336913644165,7.075575135368788,0.999162637659233,2.423190832904521,0.8684316988245222
28,anhui barberry,227.3276375,60.59553995999704,223.0926453125,69.7203419747438,237.53678958333333,38.708688390892696,331085.5,2865.6134711503983,1244.576416015625,387.8115539550781,3.209229852290037,0.5066578838653534,1.4578141111914031,1.7554732844556726,9.229254251543008,0.9980494069016296,2.494068612248969,0.8666473415399151
29,anhui barberry,215.946025,68.23237635120661,208.3640515625,81.44555902373686,232.38654322916668,39.97050869154838,474510.0,3491.6206114292145,1515.7816162109375,447.5370178222656,3.386941316244176,0.4891039118616833,1.429618731299355,1.7784278878138358,14.109886344891592,0.9974884208435135,3.3492204784703574,0.8125078947282129
30,anhui barberry,227.35042916666666,59.51309445743142,223.65485364583333,67.24290690237673,237.17306927083334,38.43230667689183,335404.5,2721.731221318245,1166.9635009765625,395.7980041503906,2.9483814691828347,0.5689685729627899,1.377088931731315,1.7416164989917264,4.152505829516138,0.9990993718337517,2.428894498486635,0.8709608057516343
31,anhui barberry,214.70713958333334,78.05719047505937,209.94884375,86.95211484942777,228.16311145833333,52.10411070101689,397803.5,3044.549543738365,1324.202392578125,433.2749328613281,3.056263568799497,0.5393024242359401,1.442279172352926,1.732340724781233,6.364380964043853,0.9992189665849636,2.883365021925201,0.8428532163170384
32,anhui barberry,218.2282703125,68.2707998865078,210.93378645833334,81.75034384571066,233.69303645833332,40.155651188125745,432105.5,3232.490668654442,1386.051025390625,446.6331481933594,3.103332188838269,0.5196669514994101,1.432650898974553,1.763801267696335,11.61490694317089,0.9979397622251022,3.070379954571303,0.8285272966097
33,anhui barberry,234.14383489583332,56.81168849403774,231.8180984375,62.9073475342962,241.1141234375,37.968922603275246,224428.0,2424.0428416728973,313.0,1071.0,0.29225023342670403,0.4799614105586845,1.4936772595219847,1.7514760416711685,4.018547111942098,0.9990678228730705,1.779207779509708,0.9093717188159126
34,anhui barberry,233.77166145833334,50.7545788374677,230.99070416666666,57.09780434011876,241.15895416666666,33.134634152920704,280154.5,2477.99110686779,377.99993896484375,1067.999755859375,0.35393260802825083,0.5733343732485197,1.4410043120110931,1.7136871575681931,2.6931023417515085,0.9992042355747216,2.1079593033849013,0.894701136740486
35,anhui barberry,234.62395885416666,48.8812684794576,231.88756875,55.23361607418697,242.02988489583333,31.18644527470495,279992.5,2479.99110686779,376.99993896484375,1068.999755859375,0.3526660664779772,0.5720790125136914,1.4393701356729813,1.7150702837245533,2.74163992689299,0.9991086345553776,2.0088775568573185,0.8986469356004988
36,anhui barberry,233.16905520833333,51.15523451469266,230.9364703125,56.06463895882118,239.29845520833334,37.310608194769785,291071.5,2582.618523478508,377.4784851074219,1126.642578125,0.33504723897053085,0.5483893661338467,1.4610957570498837,1.7170283606881669,3.1517154699633307,0.9991646227631105,2.244038441624556,0.8910930197929197
37,anhui barberry,237.7404546875,45.24418800475847,235.61177447916666,50.44603970670852,243.89886614583332,29.237523043417614,239804.0,2404.469247817993,325.7337341308594,1052.9036865234375,0.30936707535557534,0.5212281144376133,1.4301940313398738,1.7440910944349963,2.335188481476382,0.9991200373011723,1.8549286963371947,0.9115098305663853
38,anhui barberry,233.93192760416667,55.166366253615855,231.0779421875,62.445066779687,241.62290833333333,35.161211817260494,241053.5,2299.682450890541,985.0209350585938,344.5079345703125,2.859211171107455,0.5727796285767986,1.407768515477079,1.729697266019068,4.073574608950324,0.9989592245968786,1.858456238386313,0.9051422714032826
39,anhui barberry,227.44558072916666,59.62553178485107,225.45215104166667,63.557745217588256,236.08277447916666,41.144156606555576,333339.5,3335.221554875374,1506.0701904296875,347.5711669921875,4.333127524538133,0.3765713418587646,1.570370669121999,1.7992809350748113,5.176806873177357,0.9989312919945107,2.57164742292467,0.8703294331690166
40,anhui barberry,228.16443072916667,65.49354867667864,226.26449479166666,69.41455627397978,234.5655171875,50.25465020148026,268490.0,2846.871268749237,1287.4871826171875,298.087158203125,4.319163530486132,0.4162960786560613,1.4294141140798735,1.7954826812323288,4.893249494912551,0.9992449708173743,2.3567073177339104,0.8838973902869836
41,anhui barberry,230.61327760416665,55.788578845877836,228.51541979166666,59.7011351069924,237.48910208333334,40.1156978312158,298096.5,2829.2560447454453,342.09112548828125,1231.5107421875,0.27778168209936505,0.46797455079564343,1.4132634762428624,1.797949089196413,3.156643757564196,0.9992860541049066,2.56467918097555,0.8782901553846449
42,anhui barberry,237.71177447916668,46.6539860357966,236.4524296875,49.58856733141267,242.84469322916667,32.98445254198461,227958.0,2602.3027272224426,283.1260070800781,1158.1749267578125,0.2444587605368554,0.42300847473474523,1.4384642895322883,1.805523514296935,2.716448867656982,0.9991044825053236,1.8238912149949258,0.9137968150702374
43,anhui barberry,234.5363703125,55.93546393047103,231.3344859375,64.49966258706412,240.5736921875,39.57606581112502,226224.0,2765.7930607795715,277.1792907714844,1215.0137939453125,0.22812851356316383,0.3716286398192686,1.488686707349053,1.8535088314690127,6.919270250533855,0.9984523126505969,1.7926217056229596,0.9057918268348315
44,anhui barberry,237.01626979166667,50.806249542606146,233.00292604166665,61.91277060796855,244.161425,30.891625505051852,215741.0,2742.739238023758,265.61065673828125,1194.3658447265625,0.2223863466215329,0.3603906475777487,1.4704497355792099,1.8786187553511136,9.591965612021555,0.9970468750516984,1.748579944175586,0.9077937851377105
45,anhui barberry,228.6078734375,57.694266123504846,223.33796979166667,68.85823217218284,237.678534375,38.13146146690338,334664.0,3448.4448626041412,1511.0743408203125,340.4021911621094,4.439085235208416,0.3536488814067841,1.5369834120911554,1.8625377114079895,9.297371210686832,0.9979296195024365,2.528518112621205,0.8637872494269121
46,anhui barberry,228.12953697916666,59.07748358321642,222.71317135416666,70.59250372335629,237.46158020833334,38.842895639073376,331674.5,3447.0306490659714,339.5694885253906,1506.72412109375,0.22536938499324805,0.3507774424418069,1.5425893131629758,1.8670002599299664,9.390354321221409,0.9979961979653431,2.5192511061970024,0.8635871091306424
47,anhui barberry,227.750990625,66.77410614619131,227.36519791666666,67.29445169104453,237.636090625,42.6620009147499,266862.5,2737.682450890541,316.894287109375,1231.6268310546875,0.25729732344171713,0.4474363567958156,1.4625341013137996,1.7679335585273495,4.475658017018258,0.9991934184640163,2.2358697422436937,0.8858179706614115
48,anhui barberry,235.5336578125,50.70962194472244,233.58458489583333,55.389070189316634,242.252028125,33.34042074993269,241849.5,2590.4276176691055,295.07391357421875,1160.2177734375,0.25432631729125477,0.4529102344852352,1.4155497489412605,1.7800057822004491,3.2684767288462897,0.9990297687358831,1.8885151033327414,0.9053831941647776
49,anhui barberry,240.51963072916666,45.61225898640406,239.20728177083333,49.14460165967698,245.05558229166667,31.379017873288873,170541.0,2430.2194669246674,229.7808074951172,1100.9261474609375,0.20871591434635278,0.36286717065208846,1.4833482808008789,1.8262619413490049,3.1328009514803976,0.9988955621279139,1.5143463655748644,0.9291228484049624
50,anhui barberry,238.14722552083333,51.26747466474407,235.93736145833333,57.687813030538884,243.94803697916666,33.920476936116835,185227.5,2595.775815844536,241.41798400878906,1161.0792236328125,0.20792550507745258,0.3454466340153188,1.5133033995703853,1.8508242310225465,6.367930998921087,0.9981745830989104,1.574583417642625,0.9202033547299295
51,anhui barberry,238.33131666666668,48.50577030853878,237.10499947916668,51.794137604689844,242.924009375,35.291785803733234,198612.0,2401.072279214859,273.6982421875,1072.2459716796875,0.25525695541550797,0.4329172401975587,1.4776138281743216,1.7839314991488848,3.3515563729309483,0.9990079144326535,1.6118760715903435,0.9212701341192071
52,anhui barberry,234.95291822916667,52.951324694974964,231.581496875,61.57472073228901,241.88085364583333,34.94131999808793,241206.0,2950.964633703232,282.0487976074219,1286.5599365234375,0.2192270951399113,0.3480726994360865,1.5044098535953359,1.8812624011929358,8.088996059120388,0.997843680110351,1.9416114523704011,0.8988759472368638
53,anhui barberry,236.49065260416666,52.357226719045194,234.22856145833333,58.38038487184533,241.982553125,37.353371888490685,212024.5,2810.1189616918564,246.8481903076172,1272.0958251953125,0.19404842419769525,0.33740110523902345,1.4810295619012794,1.8500477522612395,6.803478027505987,0.9982531343715911,1.8199187701088646,0.9094318204199682
54,anhui barberry,239.863215625,47.62165326641257,238.747053125,50.731003517360314,244.6270578125,32.67307782633304,170578.0,2168.2194669246674,255.72328186035156,969.0053100585938,0.26390286947435665,0.45595964140968337,1.4526915430377372,1.7703673134040492,2.806514187680593,0.9990868538284636,1.5369749808486075,0.9259374080577214
55,anhui barberry,232.58643802083333,57.7291984932833,230.77708697916665,62.117330125920844,239.32524791666665,40.4248931693212,245582.5,2834.9961591959,284.59515380859375,1285.74462890625,0.22134656245905654,0.3839744530412926,1.4899949728590087,1.8053393223565195,4.589367263488329,0.9990072511618604,2.009210718025737,0.8992677646572592
56,anhui barberry,240.16841510416666,47.33260524379778,237.79128072916666,54.54102299068233,243.53533020833333,36.60369032661021,167327.5,2426.3788472414017,242.83323669433594,1091.677490234375,0.22244045413284233,0.3571576559588454,1.5842917534772383,1.8181786015505126,3.976421306509031,0.9988654483887858,1.5037804105289145,0.927129911101561
57,anhui barberry,238.97043958333333,50.072730343955,237.56382708333334,53.866410249679404,243.7711515625,35.17466103480584,173922.5,2440.437722325325,234.9957275390625,1103.040283203125,0.2130436495543545,0.36696967288190746,1.4903750455301177,1.8238953979808457,4.628255786147794,0.9986732462019015,1.6188193667320456,0.9220891880246054
58,anhui barberry,240.00405104166666,46.62315623304292,239.10653802083334,49.008859341153254,243.92316875,34.52380842260437,173529.0,2403.3077795505524,247.8139190673828,1088.8427734375,0.22759385019843495,0.37754014956688264,1.5549585079943138,1.7979992865982475,3.217936719418701,0.9989844210074069,1.6617024458142928,0.9223438995137512
59,anhui barberry,238.76206041666666,51.42973508993943,237.5593515625,54.042948384598354,242.8699140625,38.53868650247909,165789.5,2467.3838995695114,211.43531799316406,1138.580078125,0.18570087607834593,0.34221058035446444,1.452058428784941,1.827670933727297,4.543102462804722,0.9988357645273681,2.0474850769701245,0.9007808305794013
60,anhui barberry,239.00195677083335,46.80518914679103,237.84559947916668,49.8784600884155,243.76054375,32.9537180545838,195705.0,2504.4204773902893,1138.158203125,258.2373046875,4.407412029421219,0.3921004070842829,1.501826252180415,1.7934893541111052,3.2398440612719206,0.9989365857590435,1.6234284099131082,0.9213239644247522
61,anhui barberry,236.799271875,51.38583104493072,235.59065104166666,54.25200300731124,241.88625572916666,37.16597478220758,209118.5,2646.1189616918564,272.9504699707031,1198.8206787109375,0.22768248397600221,0.375304342345472,1.564752366073531,1.7979146853518322,4.277082446026354,0.9988627281733429,1.802895225574304,0.9136450139928043
62,anhui barberry,240.69886927083334,44.85403022087083,239.73908489583334,47.50805113649246,244.80273072916665,32.0662952260202,172955.5,2370.035701394081,242.31170654296875,1075.34716796875,0.22533346788895847,0.38693183676231396,1.5065679171616762,1.7986716799310738,3.0175821852946925,0.9989355913560074,1.4661395182163375,0.9308087998042844
63,anhui barberry,232.69866041666666,65.82148585914423,231.2267796875,69.29483725684416,239.00144427083333,47.32583728236172,191931.5,2450.2955869436264,1110.4129638671875,243.6654052734375,4.557121937852029,0.40171603341942863,1.4097176589646678,1.8095670404208015,6.163996437792,0.9989941006364027,1.8526308032200738,0.910142393121022
64,anhui barberry,244.0734015625,38.65473841995026,243.39627708333333,40.899506324627104,247.25553072916668,27.50078588620608,138315.5,2141.727045416832,974.6917724609375,204.7592315673828,4.760184754552484,0.378924314140521,1.442912315280297,1.8158677538125239,2.4540334806444406,0.99882869107485,1.1732688155431463,0.9443518115540906
65,anhui barberry,229.10683697916667,58.92070829129103,223.53057083333334,71.52793194799844,238.90661197916666,36.92710931165693,310407.0,2919.650925397873,345.9176940917969,1229.5291748046875,0.2813415908953494,0.4575931454001721,1.3701878403741776,1.8532208118468196,10.501913579896772,0.9976587266099985,2.3964121268347607,0.8748119699171446
66,anhui barberry,234.4107125,53.48153637425422,229.972125,64.94415800055494,242.22747395833332,33.445101197932544,247260.5,2575.7169407606125,1118.0,316.0,3.537974683544304,0.46834764239526044,1.4288088877924294,1.7961763882570518,9.48158570537857,0.9974305181682633,1.9673052233487316,0.8998318549320381
67,anhui barberry,235.395046875,59.41668189966986,233.08218958333333,65.94890963747915,242.14640989583333,39.04308780422259,184757.5,2248.486492753029,280.9023132324219,989.13330078125,0.2839883289851388,0.4592311882689027,1.503862264236494,1.7704121584804817,4.1813131817066935,0.9990999181983157,1.6483734562229535,0.9240112618468853
68,anhui barberry,243.32642760416667,46.79585619473579,241.93442708333333,51.96805681723419,247.30913645833334,30.93011168115078,109092.0,2750.0386657714844,1320.9884033203125,122.37916564941406,10.794226258288248,0.18126967982341435,1.4818818852976525,1.9052933742542502,8.074906328532458,0.997214581745293,1.086602530296669,0.9517795476740729
69,anhui barberry,218.4448171875,69.27085285961826,214.4722921875,76.31507365975497,221.7359640625,64.0573003265662,411972.0,3266.4448626041412,1415.483642578125,373.5634460449219,3.789138518675914,0.4852068242761969,1.2835167131302683,1.8258015025854821,5.500665048780749,0.9993828435076023,3.193573927755443,0.8421349370948323
70,anhui barberry,222.53586041666668,64.62791737023443,219.39639947916666,70.01155392188548,230.36137916666667,49.842858115259574,374954.0,2997.856111764908,425.0,1299.0,0.32717474980754424,0.5242836167178564,1.4723806120217413,1.7388956564761646,4.593642862531109,0.9992768798372862,3.642005184476856,0.8324891279228854
71,anhui barberry,217.70907916666667,68.40686413586042,213.9272484375,75.05408087965185,229.68404010416666,46.5271506317196,433022.0,3690.489457130432,321.5029602050781,1610.3935546875,0.1996424782434418,0.39953229283389363,1.1956581765527148,1.9102935528281335,5.58641274164133,0.9991195381398987,3.1132841165627947,0.8442085939806867
72,anhui barberry,221.24583020833333,60.48489886265281,217.76553541666667,66.61648175927758,230.41062552083332,45.020845839667906,449831.0,2820.272413253784,1115.7825927734375,569.6397705078125,1.958751215314126,0.7106849634160737,1.412962068163539,1.6733327352813576,3.808765672804608,0.9992911800513512,3.2029115113417834,0.8459350688917026
73,anhui barberry,223.98426354166668,58.929096107007,220.68801979166668,64.95480542281894,231.94694166666667,44.80365822141754,410637.0,3471.8418312072754,1555.3681640625,356.6627197265625,4.360893578266133,0.4281028108750553,1.3509299930854781,1.8157875276193987,5.248587946862381,0.9989924224348966,3.0796104585320343,0.8510361304910267
74,anhui barberry,215.474,82.07057792204425,210.89294947916667,90.828050274948,228.33669427083333,55.40403963902049,353682.0,2913.22869515419,424.1489562988281,1250.511962890625,0.3391802468793543,0.5236892555127152,1.4996616845054527,1.739593168845316,6.370053625104605,0.9992994471561629,3.1867487263884806,0.8471849629113636
75,anhui barberry,226.36146145833334,61.258024489564896,220.784053125,73.0673104580439,236.50854270833332,39.91651259897081,343685.5,2872.4763880968094,1232.9754638671875,395.7797546386719,3.11530706009163,0.5234294318386794,1.4198641681562303,1.763602262304264,10.96155521485706,0.9978036933806504,2.609631229024655,0.8616381270796236
76,anhui barberry,219.77365052083334,70.6824323763865,214.989240625,79.65796143948307,232.583,45.05768688535106,375059.5,3377.574805378914,1502.53076171875,335.7074279785156,4.475714972308888,0.41314269819920657,1.3448819120038327,1.8373977998657276,5.497852240931792,0.9991436828193618,2.8623401445579586,0.8579225005849812
77,anhui barberry,218.06953020833333,71.92448702841143,213.173103125,81.03513056266468,231.38328489583333,46.05349351661023,393716.0,3423.2144145965576,1522.464111328125,355.2951354980469,4.285068832124481,0.42220631397575376,1.373894108253766,1.823031584257964,5.463443458637751,0.9991815361961641,2.918003469814145,0.851903695683811
78,anhui barberry,224.81906458333333,66.31865724540363,220.7499984375,74.81641065906771,235.82906822916667,42.20951490452781,323634.5,2776.7017837762833,1214.86376953125,384.8983459472656,3.1563236951340308,0.5274802428180474,1.444836862089296,1.735696674468207,3.9981330739991106,0.9992919032781069,2.435361783368746,0.8821353422528272
79,anhui barberry,224.78058020833333,66.44171739324148,220.704028125,74.95946851065065,235.76097291666667,42.38090458384651,323063.0,2775.2875702381134,384.8957824707031,1214.8759765625,0.3168189921408837,0.5270855430383391,1.4473976890076643,1.7348022019811844,4.244880490654086,0.9992525364228626,2.4659202592517926,0.878623969379737
80,anhui barberry,217.64814739583332,80.01402639573541,213.37434739583333,88.4823544965683,229.72897291666666,54.20572119200234,336375.5,2736.64290869236,1190.902587890625,398.8419494628906,2.9859010304567524,0.5644142319009737,1.4120585767236267,1.7214356422624433,5.993630318039166,0.9993085831295632,2.852802019177349,0.8588668964151057
81,anhui barberry,219.5754671875,63.78373746591109,214.46679166666667,72.6780380293107,232.95256875,39.82461443454102,446134.5,3154.28965818882,1364.2469482421875,454.5805969238281,3.001111260520404,0.5634722450315216,1.3900745001416488,1.7342433957370644,3.982373438598336,0.9992258498164027,3.102125087742091,0.8442279943242716
82,anhui barberry,218.169953125,64.77446451677775,212.869653125,73.76171313273238,232.04971145833332,40.48615739026416,462238.0,3158.1302778720856,1356.7886962890625,470.7528381347656,2.8821678519559883,0.5823920348636827,1.3817819597853156,1.7280757883665578,4.173737020085966,0.9992138315887001,3.2557300235119158,0.8347400327158832
83,anhui barberry,207.37451614583333,78.01149388238036,201.43706145833335,87.40627217667695,224.2009046875,50.55974405668381,515046.5,3797.4915450811386,1633.7510986328125,404.7159729003906,4.036784332786673,0.448810153104902,1.2837776110705748,1.8629153240257694,6.161133378979305,0.9992226311314427,3.5573074929474364,0.8129473461488124
84,anhui barberry,207.64633958333334,92.44240142142395,202.92192239583332,101.08874478970733,224.0467375,60.54055693794114,393523.0,3168.341392993927,1375.2310791015625,415.7878112792969,3.30753100931518,0.49262453951432333,1.4530391371861473,1.769016178450346,8.927568556213812,0.9991999297781746,3.1780022442715405,0.8382988987615172
85,anhui barberry,219.10646145833334,79.91488409760044,215.31437708333334,87.94774872383681,231.27207760416667,52.924310727347184,316897.0,2785.630716085434,1215.732177734375,381.8381652832031,3.183893827985179,0.5131932159258589,1.464870113070956,1.7436670180192395,6.417798268098045,0.9992403756245796,2.447129300483679,0.8737587085143155
86,anhui barberry,209.26498125,87.82244386485435,204.72440885416665,96.18926105188574,224.46198333333334,58.70799034862905,402540.0,2844.272413253784,1159.7509765625,506.87139892578125,2.288057639512457,0.6252828657573866,1.4603383512092596,1.7066088005811628,6.45067877734477,0.9993724447774298,3.0178726846919517,0.8408472876083406
87,anhui barberry,221.57724270833333,65.35668068872022,216.49371927083334,75.11899198195997,233.87571302083333,41.793695536539666,397288.5,3399.128189921379,1506.5213623046875,384.7309875488281,3.9157785857150054,0.4320965229161973,1.4589031685611045,1.797289605580479,10.667526603398656,0.9980635035077817,2.9973248879981806,0.8421329982638912
88,anhui barberry,219.96523229166667,66.53241633593446,214.4596765625,76.76427482654552,232.36576666666667,43.70773054663469,416402.5,2890.5150538682938,1124.338134765625,526.1359252929688,2.1369727492749306,0.6262860254298572,1.4206319243450332,1.7513241339677141,8.835526617264353,0.998488602214348,3.1557355045111093,0.835767699219394
